,District,Place,Male,Female,Total,Within_the_area,Outside_the_area,Outside_the_state,,,,,,,,,,,,,
,Death,15,,15-24,25-34,35-44,45-54,55-64,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,,,,,,,,,,,,,
Total,,,0,0,0,1,1,14,,,,,,,,,,,,,
22,Jaundice,,,,,,,,65-69,,,Total,,,,,,,,,
,Male,,1,0,0,0,3,5,10,70 &,Age Not,,,,,,,,,,
,,Female,0,0,0,2,0,1,3,Above,Stated,,,,,,,,,,
Total,,,1,0,0,2,3,6,0,11,12,13,,,,,,,,,
23,Chronic Lever Disease & Cirrhisi,,,,,,,,3,6,2,17,,,,,,,,,
,Male,,0,0,0,0,0,0,,13,2,16,,,,,,,,,
,,Female,0,0,0,0,1,1,6,19,4,33,,,,,,,,,
Total,,,0,0,0,0,1,1,7,,,,,,,,,,,,
24,Ulcer of Stomach & Duodenum,,,,,,,,13,51,13,95,,,,,,,,,
,Male,,0,1,0,0,1,3,,41,16,79,,,,,,,,,
,,Female,0,0,1,1,1,0,0,92,29,174,,,,,,,,,
Total,,,0,1,1,1,2,3,0,,,,,,,,,,,,
25,Appendicities,,,,,,,,0,0,0,0,,,,,,,,,
,Male,,0,1,0,0,0,0,,1,1,3,,,,,,,,,
,,Female,0,0,0,4,1,1,0,1,1,3,,,,,,,,,
Total,,,0,1,0,4,1,1,0,,,,,,,,,,,,
26,Syphilis & Other diseases of Genite Urinary System,,,,,,,,0,0,0,0,,,,,,,,,
,Male,,0,0,1,1,0,0,,0,2,2,,,,,,,,,
,,Female,0,0,0,1,0,0,0,0,2,2,,,,,,,,,
Total,,,0,0,1,2,0,0,0,,,,,,,,,,,,
28,Complications Related to Pregnancychild Birth,,,,,,,,0,0,0,0,,,,,,,,,
,Male,,0,0,0,0,0,0,,1,0,1,,,,,,,,,
,,Female,0,0,2,1,0,0,6,1,0,1,,,,,,,,,
Total,,,0,0,2,1,0,0,8,,,,,,,,,,,,
30,Ceribrovascular (Paralysis),,,,,,,,14,79,13,109,,,,,,,,,
,Male,,0,0,0,1,2,2,,126,28,172,,,,,,,,,
,,Female,0,0,0,0,1,0,0,205,41,281,,,,,,,,,
Total,,,0,0,0,1,3,2,0,,,,,,,,,,,,
31,Senility,,,,,,,,0,11,1,13,,,,,,,,,
,Male,,0,0,0,0,0,0,,18,4,23,,,,,,,,,
,,Female,0,0,0,0,0,0,0,29,5,36,,,,,,,,,
Total,,,0,0,0,0,0,0,0,,,,,,,,,,,,
32,Others not elsewhere classified,,,,,,,,0,5,0,5,,,,,,,,,
,Male,,0,2,9,25,18,20,,7,0,7,,,,,,,,,
,,Female,1,2,10,5,12,19,0,12,0,12,,,,,,,,,
Total,,,1,4,19,30,30,39,0,,,,,,,,,,,,
33,Bites or Stings of Venomous animal,,,,,,,,0,3,0,5,,,,,,,,,
,Male,,0,0,0,1,1,5,,0,0,3,,,,,,,,,
,,Female,0,0,0,0,0,2,22,3,0,8,,,,,,,,,
Total,,,0,0,0,1,1,7,13,,,,,,,,,,,,
34,Accidental Burn,,,,,,,,35,305,0,371,,,,,,,,,
,Male,,0,0,0,0,0,1,,214,0,236,,,,,,,,,
,,Female,0,0,0,0,0,0,0,519,0,607,,,,,,,,,
Total,,,0,0,0,0,0,1,0,,,,,,,,,,,,
35,Falls & Drowning,,,,,,,,0,0,0,0,,,,,,,,,
,Male,,0,0,0,0,0,0,,1,1,3,,,,,,,,,
,,Female,0,0,2,0,0,0,1,1,1,3,,,,,,,,,
Total,,,0,0,2,0,0,0,0,,,,,,,,,,,,
36,Accidental Posising,,,,,,,,1,15,10,26,,,,,,,,,
,,,,,111,,,,,4,2,6,,,,,,,,,
,"TABLE D-19 2001 : DEATHS BY SELECTED CAUSE OF DEATH, AGE, SEX",,,,,,,AND HABITS( RURAL),3,19,12,32,,,,,,,,,
,,,,,Age of the Deceased,,,,6,,,,,,,,,,,,
Sl.,Selected,,,,,,,,,361,44,418,,,,,,,,,
,Cause of,Sex,,,,,,,,387,59,458,,,,,,,,,
No,,,Below,,,,,,,,,,,,,,,,,,
,Death,15,,15-24,25-34,35-44,45-54,55-64,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,,,,,,,,,,,,,
,Male,,0,0,0,1,0,0,,,,,,,,,,,,,
,,Female,0,0,1,0,1,0,65-69,,,Total,,,,,,,,,
Total,,,0,0,1,1,1,0,10,70 &,Age Not,,,,,,,,,,
37,Transport Accidents,,,,,,,,9,Above,Stated,,,,,,,,,,
,Male,,0,0,1,2,7,2,,11,12,13,,,,,,,,,
,,Female,0,0,1,0,1,0,0,748,103,876,,,,,,,,,
Total,,,0,0,2,2,8,2,0,,,,,,,,,,,,
38,Other Accidents,,,,,,,,0,9,1,19,,,,,,,,,
,Male,,0,1,0,0,1,1,,16,2,21,,,,,,,,,
,,Female,0,1,0,0,0,0,0,25,3,40,,,,,,,,,
Total,,,0,2,0,0,1,1,0,,,,,,,,,,,,
39,Sucide,,,,,,,,0,2,0,2,,,,,,,,,
,Male,,0,0,3,2,3,1,,1,0,3,,,,,,,,,
,,Female,0,0,0,0,1,1,1,3,0,5,,,,,,,,,
Total,,,0,0,3,2,4,2,1,,,,,,,,,,,,
40,Homicide,,,,,,,,2,15,4,25,,,,,,,,,
,Male,,0,0,0,0,0,0,,9,3,16,,,,,,,,,
,,Female,0,0,1,0,0,0,0,24,7,41,,,,,,,,,
Total,,,0,0,1,0,0,0,9,,,,,,,,,,,,
99,Not-Stated,,,,,,,,9,4,0,5,,,,,,,,,
,Male,,0,4,13,7,14,17,,12,0,27,,,,,,,,,
,,Female,0,0,0,7,6,12,0,16,0,32,,,,,,,,,
Total,,,0,4,13,14,20,29,1,,,,,,,,,,,,
TOT,AL,,,,,,,,1,7,1,10,,,,,,,,,
,Male,,3,9,32,68,69,106,,2,1,5,,,,,,,,,
,,Female,1,5,18,29,36,63,0,9,2,15,,,,,,,,,
Total,,,4,14,50,97,105,169,0,,,,,,,,,,,,
,Only drinking alcohol,,,,,,,,0,0,0,0,,,,,,,,,
2,Typhoid & Paratyphoid,,,,,,,,,4,0,7,,,,,,,,,
,Male,,0,0,0,0,0,1,3,4,0,7,,,,,,,,,
,,Female,0,0,0,0,0,0,2,,,,,,,,,,,,
Total,,,0,0,0,0,0,1,5,70,16,94,,,,,,,,,
3,Food Poisoning,,,,,,,,,95,10,108,,,,,,,,,
,Male,,0,0,0,0,0,0,0,165,26,202,,,,,,,,,
,,Female,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,,,0,0,0,0,0,0,0,511,0,511,,,,,,,,,
4,"Dysentery, Diarrhoea & Gastro-enteritis",,,,,,,,,964,0,964,,,,,,,,,
,Male,,1,0,0,0,0,2,20,1475,0,1475,,,,,,,,,
,,Female,0,0,0,1,0,0,18,,,,,,,,,,,,
Total,,,1,0,0,1,0,2,38,368,55,517,,,,,,,,,
5,Tuberculosis,,,,,,,,,506,66,639,,,,,,,,,
,Male,,0,0,2,2,5,15,0,874,121,1156,,,,,,,,,
,,Female,0,0,0,2,1,1,0,,,,,,,,,,,,
Total,,,0,0,2,4,6,16,0,1,0,8,,,,,,,,,
6,Leprosy,,,,,,,,,4,0,6,,,,,,,,,
,Male,,0,0,0,0,0,0,0,5,0,14,,,,,,,,,
,,Female,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,,,0,0,0,0,0,0,0,1,3,5,,,,,,,,,
,,,,,112,,,,,2,0,2,,,,,,,,,
,"TABLE D-19 2001 : DEATHS BY SELECTED CAUSE OF DEATH, AGE, SEX",,,,,,,AND HABITS( RURAL),4,3,3,7,,,,,,,,,
,,,,,Age of the Deceased,,,,0,,,,,,,,,,,,
Sl.,Selected,,,,,,,,4,8,0,12,,,,,,,,,
,Cause of,Sex,,,,,,,,5,0,7,,,,,,,,,
No,,,Below,,,,,,,13,0,19,,,,,,,,,
,Death,15,,15-24,25-34,35-44,45-54,55-64,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,,,,,,,,,,,,,
14,Cancer,,,,,,,,,,,,,,,,,,,,
,Male,,0,0,0,0,3,16,,,,,,,,,,,,,
,,Female,0,0,0,1,1,0,,,,,,,,,,,,,
Total,,,0,0,0,1,4,16,65-69,,,Total,,,,,,,,,
15,Diabetes Melitus,,,,,,,,10,70 &,Age Not,,,,,,,,,,
,Male,,0,0,0,0,0,0,0,Above,Stated,,,,,,,,,,
,,Female,0,0,0,0,0,0,0,11,12,13,,,,,,,,,
Total,,,0,0,0,0,0,0,0,0,1,2,,,,,,,,,
16,Anaemia,,,,,,,,,0,0,2,,,,,,,,,
,Male,,0,0,1,0,0,0,0,0,1,4,,,,,,,,,
,,Female,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,,,0,0,1,0,0,0,0,4,0,16,,,,,,,,,
17,Meningitis,,,,,,,,,0,0,2,,,,,,,,,
,Male,,0,0,0,0,0,1,1,4,0,18,,,,,,,,,
,,Female,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,,,0,0,0,0,0,1,1,7,2,13,,,,,,,,,
18,Heart Diseases & Heart Attacks,,,,,,,,,6,0,7,,,,,,,,,
,Male,,0,2,2,10,11,25,0,13,2,20,,,,,,,,,
,,Female,0,0,1,5,2,2,1,,,,,,,,,,,,
Total,,,0,2,3,15,13,27,1,6,1,16,,,,,,,,,
19,Pneumonia,,,,,,,,,3,2,8,,,,,,,,,
,Male,,0,0,0,0,0,1,0,9,3,24,,,,,,,,,
,,Female,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,,,0,0,0,0,0,1,0,1,0,1,,,,,,,,,
20,Influenza,,,,,,,,,1,0,2,,,,,,,,,
,Male,,1,0,0,1,0,1,8,2,0,3,,,,,,,,,
,,Female,0,0,0,0,0,0,12,,,,,,,,,,,,
Total,,,1,0,0,1,0,1,20,8,95,166,,,,,,,,,
21,Bronchitis & Asthama,,,,,,,,,23,124,184,,,,,,,,,
,Male,,0,0,1,0,1,2,78,31,219,350,,,,,,,,,
,,Female,0,0,0,0,0,1,78,,,,,,,,,,,,
Total,,,0,0,1,0,1,3,156,1863,262,2490,,,,,,,,,
22,Jaundice,,,,,,,,,2470,323,3023,,,,,,,,,
,Male,,0,0,0,0,3,6,,4333,585,5513,,,,,,,,,
,,Female,0,0,0,0,0,1,0,,,,,,,,,,,,
Total,,,0,0,0,0,3,7,0,,,,,,,,,,,,
23,Chronic Lever Disease & Cirrhisi,,,,,,,,0,1,1,3,,,,,,,,,
,Male,,0,0,0,0,1,2,,3,0,3,,,,,,,,,
,,Female,0,0,0,0,0,0,0,4,1,6,,,,,,,,,
Total,,,0,0,0,0,1,2,0,,,,,,,,,,,,
24,Ulcer of Stomach & Duodenum,,,,,,,,0,1,1,2,,,,,,,,,
,Male,,0,0,0,0,1,3,,0,0,0,,,,,,,,,
,,Female,0,0,0,0,0,0,0,1,1,2,,,,,,,,,
Total,,,0,0,0,0,1,3,0,,,,,,,,,,,,
25,Appendicities,,,,,,,,0,1,0,4,,,,,,,,,
,,,,,113,,,,,3,0,4,,,,,,,,,
,"TABLE D-19 2001 : DEATHS BY SELECTED CAUSE OF DEATH, AGE, SEX",,,,,,,AND HABITS( RURAL),13,4,0,8,,,,,,,,,
,,,,,Age of the Deceased,,,,0,,,,,,,,,,,,
Sl.,Selected,,,,,,,,13,39,19,95,,,,,,,,,
,Cause of,Sex,,,,,,,,5,3,12,,,,,,,,,
No,,,Below,,,,,,1,44,22,107,,,,,,,,,
,Death,15,,15-24,25-34,35-44,45-54,55-64,0,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,1,1,1,3,,,,,,,,,
,Male,,0,0,0,0,0,1,,0,0,0,,,,,,,,,
,,Female,0,0,0,0,0,0,,1,1,3,,,,,,,,,
Total,,,0,0,0,0,0,1,,,,,,,,,,,,,
26,Syphilis & Other diseases of Genite Urinary System,,,,,,,,,,,,,,,,,,,,
,Male,,0,0,0,1,0,2,,,,,,,,,,,,,
,,Female,0,0,0,0,0,0,,,,,,,,,,,,,
Total,,,0,0,0,1,0,2,65-69,,,Total,,,,,,,,,
30,Ceribrovascular (Paralysis),,,,,,,,10,70 &,Age Not,,,,,,,,,,
,Male,,0,0,0,0,0,3,,Above,Stated,,,,,,,,,,
,,Female,0,0,1,0,0,0,7,11,12,13,,,,,,,,,
Total,,,0,0,1,0,0,3,1,,,,,,,,,,,,
31,Senility,,,,,,,,8,51,14,91,,,,,,,,,
,Male,,0,0,0,0,0,0,,11,1,15,,,,,,,,,
,,Female,0,0,0,0,0,0,0,62,15,106,,,,,,,,,
Total,,,0,0,0,0,0,0,0,,,,,,,,,,,,
32,Others not elsewhere classified,,,,,,,,0,12,2,14,,,,,,,,,
,Male,,1,4,11,15,17,49,,1,1,2,,,,,,,,,
,,Female,1,0,2,0,5,12,0,13,3,16,,,,,,,,,
Total,,,2,4,13,15,22,61,0,,,,,,,,,,,,
33,Bites or Stings of Venomous animal,,,,,,,,0,4,0,5,,,,,,,,,
,Male,,0,0,0,0,0,0,,0,0,0,,,,,,,,,
,,Female,0,0,0,0,1,0,0,4,0,5,,,,,,,,,
Total,,,0,0,0,0,1,0,0,,,,,,,,,,,,
34,Accidental Burn,,,,,,,,0,2,0,3,,,,,,,,,
,Male,,0,0,0,0,0,0,,0,0,0,,,,,,,,,
,,Female,0,0,0,1,0,0,31,2,0,3,,,,,,,,,
Total,,,0,0,0,1,0,0,0,,,,,,,,,,,,
35,Falls & Drowning,,,,,,,,31,188,0,269,,,,,,,,,
,Male,,0,0,0,2,1,2,,22,0,32,,,,,,,,,
,,Female,0,0,0,0,0,0,0,210,0,301,,,,,,,,,
Total,,,0,0,0,2,1,2,0,,,,,,,,,,,,
36,Accidental Posising,,,,,,,,0,4,0,5,,,,,,,,,
,Male,,0,0,0,0,0,1,,1,0,1,,,,,,,,,
,,Female,0,0,0,0,0,1,0,5,0,6,,,,,,,,,
Total,,,0,0,0,0,0,2,0,,,,,,,,,,,,
37,Transport Accidents,,,,,,,,0,3,2,8,,,,,,,,,
,Male,,0,0,0,3,0,2,,0,1,1,,,,,,,,,
,,Female,0,0,0,0,0,0,6,3,3,9,,,,,,,,,
Total,,,0,0,0,3,0,2,1,,,,,,,,,,,,
38,Other Accidents,,,,,,,,7,157,35,202,,,,,,,,,
,Male,,0,0,0,0,1,0,,36,7,45,,,,,,,,,
,,Female,0,0,0,0,0,0,6,193,42,247,,,,,,,,,
Total,,,0,0,0,0,1,0,0,,,,,,,,,,,,
,,,,,114,,,,6,6,11,32,,,,,,,,,
,"TABLE D-19 2001 : DEATHS BY SELECTED CAUSE OF DEATH, AGE, SEX",,,,,,,AND HABITS( RURAL),,1,1,3,,,,,,,,,
,,,,,Age of the Deceased,,,,1,7,12,35,,,,,,,,,
Sl.,Selected,,,,,,,,0,,,,,,,,,,,,
,Cause of,Sex,,,,,,,1,6,1,11,,,,,,,,,
No,,,Below,,,,,,,1,0,1,,,,,,,,,
,Death,15,,15-24,25-34,35-44,45-54,55-64,5,7,1,12,,,,,,,,,
1,2,3,4,5,6,7,8,9,0,,,,,,,,,,,,
39,Sucide,,,,,,,,5,4,3,16,,,,,,,,,
,Male,,0,0,4,2,3,4,,0,1,1,,,,,,,,,
,,Female,0,0,0,0,0,0,,4,4,17,,,,,,,,,
Total,,,0,0,4,2,3,4,,,,,,,,,,,,,
40,Homicide,,,,,,,,,,,,,,,,,,,,
,Male,,0,0,0,1,1,1,,,,,,,,,,,,,
,,Female,0,0,0,0,0,0,,,,,,,,,,,,,
Total,,,0,0,0,1,1,1,,,,,,,,,,,,,
99,Not-Stated,,,,,,,,65-69,,,Total,,,,,,,,,
,Male,,0,4,1,9,6,30,10,70 &,Age Not,,,,,,,,,,
,,Female,0,1,2,2,5,2,0,Above,Stated,,,,,,,,,,
Total,,,0,5,3,11,11,32,0,11,12,13,,,,,,,,,
TOT,AL,,,,,,,,0,0,4,5,,,,,,,,,
,Male,,3,10,22,46,54,170,,0,0,0,,,,,,,,,
,,Female,1,1,6,12,15,20,0,0,4,5,,,,,,,,,
Total,,,4,11,28,58,69,190,0,,,,,,,,,,,,
,Smoking and chewing Tobacco,,,,,,,,0,5,1,9,,,,,,,,,
2,Typhoid & Paratyphoid,,,,,,,,,0,0,0,,,,,,,,,
,Male,,0,0,0,0,0,0,5,5,1,9,,,,,,,,,
,,Female,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,,,0,0,0,0,0,0,5,45,9,62,,,,,,,,,
4,"Dysentery, Diarrhoea & Gastro-enteritis",,,,,,,,,5,1,7,,,,,,,,,
,Male,,0,0,0,0,0,0,0,50,10,69,,,,,,,,,
,,Female,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,,,0,0,0,0,0,0,0,263,0,263,,,,,,,,,
5,Tuberculosis,,,,,,,,,89,0,89,,,,,,,,,
,Male,,0,0,1,2,2,4,35,352,0,352,,,,,,,,,
,,Female,0,0,0,0,0,0,6,,,,,,,,,,,,
Total,,,0,0,1,2,2,4,41,289,76,497,,,,,,,,,
6,Leprosy,,,,,,,,,49,17,92,,,,,,,,,
,Male,,0,0,0,0,0,0,0,338,93,589,,,,,,,,,
,,Female,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,,,0,0,0,0,0,0,0,3,3,6,,,,,,,,,
13,Malaria,,,,,,,,,1,0,2,,,,,,,,,
,Male,,0,0,0,0,0,0,0,4,3,8,,,,,,,,,
,,Female,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,,,0,0,0,0,0,0,0,1,1,2,,,,,,,,,
14,Cancer,,,,,,,,,0,0,1,,,,,,,,,
,Male,,0,0,0,0,1,4,1,1,1,3,,,,,,,,,
,,Female,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,,,0,0,0,0,1,4,1,4,1,11,,,,,,,,,
15,Diabetes Melitus,,,,,,,,,2,0,2,,,,,,,,,
,Male,,0,0,0,0,0,0,1,6,1,13,,,,,,,,,
,,Female,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,,,0,0,0,0,0,0,1,3,4,9,,,,,,,,,
,,,,,115,,,,,0,0,1,,,,,,,,,
,"TABLE D-19 2001 : DEATHS BY SELECTED CAUSE OF DEATH, AGE, SEX",,,,,,,AND HABITS( RURAL),3,3,4,10,,,,,,,,,
,,,,,Age of the Deceased,,,,0,,,,,,,,,,,,
Sl.,Selected,,,,,,,,3,5,2,15,,,,,,,,,
,Cause of,Sex,,,,,,,,0,0,0,,,,,,,,,
No,,,Below,,,,,,0,5,2,15,,,,,,,,,
,Death,15,,15-24,25-34,35-44,45-54,55-64,0,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,0,6,1,8,,,,,,,,,
16,Anaemia,,,,,,,,,1,0,1,,,,,,,,,
,Male,,0,0,0,0,0,0,,7,1,9,,,,,,,,,
,,Female,0,0,0,0,0,0,,,,,,,,,,,,,
Total,,,0,0,0,0,0,0,,,,,,,,,,,,,
17,Meningitis,,,,,,,,,,,,,,,,,,,,
,Male,,0,0,0,0,0,0,,,,,,,,,,,,,
,,Female,0,0,0,0,0,0,65-69,,,Total,,,,,,,,,
Total,,,0,0,0,0,0,0,10,70 &,Age Not,,,,,,,,,,
18,Heart Diseases & Heart Attacks,,,,,,,,,Above,Stated,,,,,,,,,,
,Male,,0,0,2,2,3,11,3,11,12,13,,,,,,,,,
,,Female,0,0,0,0,0,1,0,,,,,,,,,,,,
Total,,,0,0,2,2,3,12,3,10,2,28,,,,,,,,,
19,Pneumonia,,,,,,,,,1,0,1,,,,,,,,,
,Male,,0,0,0,0,0,0,0,11,2,29,,,,,,,,,
,,Female,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,,,0,0,0,0,0,0,0,0,0,3,,,,,,,,,
20,Influenza,,,,,,,,,0,0,0,,,,,,,,,
,Male,,0,0,0,0,0,0,20,0,0,3,,,,,,,,,
,,Female,0,0,0,0,0,0,1,,,,,,,,,,,,
Total,,,0,0,0,0,0,0,21,21,123,214,,,,,,,,,
21,Bronchitis & Asthama,,,,,,,,,6,31,50,,,,,,,,,
,Male,,0,0,0,2,0,3,138,27,154,264,,,,,,,,,
,,Female,0,0,0,0,0,0,9,,,,,,,,,,,,
Total,,,0,0,0,2,0,3,147,1135,317,1895,,,,,,,,,
22,Jaundice,,,,,,,,,238,64,366,,,,,,,,,
,Male,,0,0,0,1,0,0,,1373,381,2261,,,,,,,,,
,,Female,0,0,0,0,1,0,0,,,,,,,,,,,,
Total,,,0,0,0,1,1,0,0,,,,,,,,,,,,
23,Chronic Lever Disease & Cirrhisi,,,,,,,,0,3,0,3,,,,,,,,,
,Male,,0,0,0,0,0,0,,0,0,0,,,,,,,,,
,,Female,0,0,0,0,0,0,1,3,0,3,,,,,,,,,
Total,,,0,0,0,0,0,0,0,,,,,,,,,,,,
24,Ulcer of Stomach & Duodenum,,,,,,,,1,5,2,8,,,,,,,,,
,Male,,0,0,0,0,0,0,,0,0,0,,,,,,,,,
,,Female,0,0,0,0,0,0,0,5,2,8,,,,,,,,,
Total,,,0,0,0,0,0,0,0,,,,,,,,,,,,
25,Appendicities,,,,,,,,0,23,12,44,,,,,,,,,
,Male,,0,0,0,0,0,1,,7,0,7,,,,,,,,,
,,Female,0,0,0,0,0,0,0,30,12,51,,,,,,,,,
Total,,,0,0,0,0,0,1,0,,,,,,,,,,,,
26,Syphilis & Other diseases of Genite Urinary System,,,,,,,,0,0,0,0,,,,,,,,,
,Male,,0,0,0,0,0,0,,0,1,1,,,,,,,,,
,,,,,116,,,,0,0,1,1,,,,,,,,,
,"TABLE D-19 2001 : DEATHS BY SELECTED CAUSE OF DEATH, AGE, SEX",,,,,,,AND HABITS( RURAL),0,,,,,,,,,,,,
,,,,,Age of the Deceased,,,,0,0,0,0,,,,,,,,,
Sl.,Selected,,,,,,,,,0,1,1,,,,,,,,,
,Cause of,Sex,,,,,,,3,0,1,1,,,,,,,,,
No,,,Below,,,,,,2,,,,,,,,,,,,
,Death,15,,15-24,25-34,35-44,45-54,55-64,5,49,7,64,,,,,,,,,
1,2,3,4,5,6,7,8,9,,6,0,8,,,,,,,,,
,,Female,0,0,0,0,0,1,0,55,7,72,,,,,,,,,
Total,,,0,0,0,0,0,1,0,,,,,,,,,,,,
30,Ceribrovascular (Paralysis),,,,,,,,0,2,2,4,,,,,,,,,
,Male,,0,0,0,0,0,0,,0,4,4,,,,,,,,,
,,Female,0,0,0,0,0,0,,2,6,8,,,,,,,,,
Total,,,0,0,0,0,0,0,,,,,,,,,,,,,
31,Senility,,,,,,,,,,,,,,,,,,,,
,Male,,0,0,0,0,0,0,,,,,,,,,,,,,
,,Female,0,0,0,0,0,0,,,,,,,,,,,,,
Total,,,0,0,0,0,0,0,65-69,,,Total,,,,,,,,,
32,Others not elsewhere classified,,,,,,,,10,70 &,Age Not,,,,,,,,,,
,Male,,0,0,3,3,7,10,,Above,Stated,,,,,,,,,,
,,Female,0,0,1,0,0,1,0,11,12,13,,,,,,,,,
Total,,,0,0,4,3,7,11,0,,,,,,,,,,,,
33,Bites or Stings of Venomous animal,,,,,,,,0,0,0,0,,,,,,,,,
,Male,,0,0,0,0,0,0,,0,1,1,,,,,,,,,
,,Female,0,0,0,0,0,0,0,0,1,1,,,,,,,,,
Total,,,0,0,0,0,0,0,0,,,,,,,,,,,,
35,Falls & Drowning,,,,,,,,0,2,0,2,,,,,,,,,
,Male,,0,0,0,0,0,0,,0,0,0,,,,,,,,,
,,Female,0,0,0,0,0,0,10,2,0,2,,,,,,,,,
Total,,,0,0,0,0,0,0,0,,,,,,,,,,,,
36,Accidental Posising,,,,,,,,10,104,0,132,,,,,,,,,
,Male,,0,0,0,0,0,0,,13,0,14,,,,,,,,,
,,Female,0,0,0,0,0,0,0,117,0,146,,,,,,,,,
Total,,,0,0,0,0,0,0,0,,,,,,,,,,,,
37,Transport Accidents,,,,,,,,0,1,0,1,,,,,,,,,
,Male,,0,0,1,0,0,0,,0,0,0,,,,,,,,,
,,Female,0,0,0,0,0,0,0,1,0,1,,,,,,,,,
Total,,,0,0,1,0,0,0,0,,,,,,,,,,,,
38,Other Accidents,,,,,,,,0,21,1,22,,,,,,,,,
,Male,,0,0,0,0,2,0,,0,1,1,,,,,,,,,
,,Female,0,0,0,0,0,0,5,21,2,23,,,,,,,,,
Total,,,0,0,0,0,2,0,0,,,,,,,,,,,,
39,Sucide,,,,,,,,5,150,46,206,,,,,,,,,
,Male,,0,0,0,0,0,0,,9,8,17,,,,,,,,,
,,Female,0,0,0,0,0,0,0,159,54,223,,,,,,,,,
Total,,,0,0,0,0,0,0,0,,,,,,,,,,,,
40,Homicide,,,,,,,,0,6,1,8,,,,,,,,,
,Male,,0,0,0,0,0,0,,0,0,1,,,,,,,,,
,,Female,0,0,0,0,0,0,0,6,1,9,,,,,,,,,
Total,,,0,0,0,0,0,0,0,,,,,,,,,,,,
99,Not-Stated,,,,,,,,0,3,0,3,,,,,,,,,
,Male,,0,0,1,6,5,8,,0,0,0,,,,,,,,,
,,Female,0,0,0,1,1,0,0,3,0,3,,,,,,,,,
Total,,,0,0,1,7,6,8,0,,,,,,,,,,,,
TOT,AL,,,,,,,,0,7,0,7,,,,,,,,,
,,,,,117,,,,,0,0,0,,,,,,,,,
,"TABLE D-19 2001 : DEATHS BY SELECTED CAUSE OF DEATH, AGE, SEX",,,,,,,AND HABITS( RURAL),0,7,0,7,,,,,,,,,
,,,,,Age of the Deceased,,,,0,,,,,,,,,,,,
Sl.,Selected,,,,,,,,0,2,0,3,,,,,,,,,
,Cause of,Sex,,,,,,,,0,0,0,,,,,,,,,
No,,,Below,,,,,,1,2,0,3,,,,,,,,,
,Death,15,,15-24,25-34,35-44,45-54,55-64,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,,2,1,4,,,,,,,,,
,Male,,0,0,8,16,20,41,,,,,,,,,,,,,
,,Female,0,0,1,1,2,3,,,,,,,,,,,,,
Total,,,0,0,9,17,22,44,,,,,,,,,,,,,
,Smoking & chewing Arecanut,,,,,,,,,,,,,,,,,,,,
1,Cholera,,,,,,,,65-69,,,Total,,,,,,,,,
,Male,,0,0,0,0,0,0,10,70 &,Age Not,,,,,,,,,,
,,Female,0,0,0,0,0,0,0,Above,Stated,,,,,,,,,,
Total,,,0,0,0,0,0,0,1,11,12,13,,,,,,,,,
2,Typhoid & Paratyphoid,,,,,,,,,0,0,1,,,,,,,,,
,Male,,0,0,0,0,1,0,0,2,1,5,,,,,,,,,
,,Female,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,,,0,0,0,0,1,0,0,39,2,41,,,,,,,,,
4,"Dysentery, Diarrhoea & Gastro-enteritis",,,,,,,,,0,1,1,,,,,,,,,
,Male,,0,0,0,0,0,0,0,39,3,42,,,,,,,,,
,,Female,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,,,0,0,0,0,0,0,0,251,0,251,,,,,,,,,
5,Tuberculosis,,,,,,,,,51,0,51,,,,,,,,,
,Male,,0,0,0,3,2,6,2,302,0,302,,,,,,,,,
,,Female,0,0,0,0,0,0,1,,,,,,,,,,,,
Total,,,0,0,0,3,2,6,3,141,36,202,,,,,,,,,
6,Leprosy,,,,,,,,,26,9,38,,,,,,,,,
,Male,,0,0,0,0,0,0,0,167,45,240,,,,,,,,,
,,Female,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,,,0,0,0,0,0,0,0,2,0,2,,,,,,,,,
14,Cancer,,,,,,,,,0,0,0,,,,,,,,,
,Male,,0,0,0,1,2,5,0,2,0,2,,,,,,,,,
,,Female,0,0,0,0,0,0,0,,,,,,,,,,,,
Total,,,0,0,0,1,2,5,0,1,0,1,,,,,,,,,
15,Diabetes Melitus,,,,,,,,,0,0,0,,,,,,,,,
